Country,Date,Active cases,Confirmed cases,Recovered cases,Deaths
Côte d'Ivoire,2020-02-09,0,0,0,0
Côte d'Ivoire,2020-02-10,0,0,0,0
Côte d'Ivoire,2020-02-11,0,0,0,0
Côte d'Ivoire,2020-02-12,0,0,0,0
Côte d'Ivoire,2020-02-13,0,0,0,0
Côte d'Ivoire,2020-02-14,0,0,0,0
Côte d'Ivoire,2020-02-15,0,0,0,0
Côte d'Ivoire,2020-02-16,0,0,0,0
Côte d'Ivoire,2020-02-17,0,0,0,0
Côte d'Ivoire,2020-02-18,0,0,0,0
Côte d'Ivoire,2020-02-19,0,0,0,0
Côte d'Ivoire,2020-02-20,0,0,0,0
Côte d'Ivoire,2020-02-21,0,0,0,0
Côte d'Ivoire,2020-02-22,0,0,0,0
Côte d'Ivoire,2020-02-23,0,0,0,0
Côte d'Ivoire,2020-02-24,0,0,0,0
Côte d'Ivoire,2020-02-25,0,0,0,0
Côte d'Ivoire,2020-02-26,0,0,0,0
Côte d'Ivoire,2020-02-27,0,0,0,0
Côte d'Ivoire,2020-02-28,0,0,0,0
Côte d'Ivoire,2020-02-29,0,0,0,0
Côte d'Ivoire,2020-03-01,0,0,0,0
Côte d'Ivoire,2020-03-02,0,0,0,0
Côte d'Ivoire,2020-03-03,0,0,0,0
Côte d'Ivoire,2020-03-04,0,0,0,0
Côte d'Ivoire,2020-03-05,0,0,0,0
Côte d'Ivoire,2020-03-06,0,0,0,0
Côte d'Ivoire,2020-03-07,0,0,0,0
Côte d'Ivoire,2020-03-08,0,0,0,0
Côte d'Ivoire,2020-03-09,0,0,0,0
Côte d'Ivoire,2020-03-10,0,0,0,0
Côte d'Ivoire,2020-03-11,1,1,0,0
Côte d'Ivoire,2020-03-12,1,1,0,0
Côte d'Ivoire,2020-03-13,1,1,0,0
Côte d'Ivoire,2020-03-14,1,1,0,0
Côte d'Ivoire,2020-03-15,1,1,0,0
Côte d'Ivoire,2020-03-16,1,1,0,0
Côte d'Ivoire,2020-03-17,4,5,1,0
Côte d'Ivoire,2020-03-18,5,6,1,0
Côte d'Ivoire,2020-03-19,8,9,1,0
Côte d'Ivoire,2020-03-20,8,9,1,0
Côte d'Ivoire,2020-03-21,13,14,1,0
Côte d'Ivoire,2020-03-22,13,14,1,0
Côte d'Ivoire,2020-03-23,24,25,1,0
Côte d'Ivoire,2020-03-24,71,73,2,0
Côte d'Ivoire,2020-03-25,77,80,3,0
Côte d'Ivoire,2020-03-26,93,96,3,0
Côte d'Ivoire,2020-03-27,98,101,3,0
Côte d'Ivoire,2020-03-28,98,101,3,0
Côte d'Ivoire,2020-03-29,160,165,4,1
Côte d'Ivoire,2020-03-30,161,168,6,1
Côte d'Ivoire,2020-03-31,171,179,7,1
Côte d'Ivoire,2020-04-01,180,190,9,1
Côte d'Ivoire,2020-04-02,178,194,15,1
Côte d'Ivoire,2020-04-03,198,218,19,1
Côte d'Ivoire,2020-04-04,219,245,25,1
Côte d'Ivoire,2020-04-05,221,261,37,3
Côte d'Ivoire,2020-04-06,279,323,41,3
Côte d'Ivoire,2020-04-07,305,349,41,3
Côte d'Ivoire,2020-04-08,333,384,48,3
Côte d'Ivoire,2020-04-09,389,444,52,3
Côte d'Ivoire,2020-04-10,389,444,52,3
Côte d'Ivoire,2020-04-11,471,533,58,4
Côte d'Ivoire,2020-04-12,484,574,85,5
Côte d'Ivoire,2020-04-13,531,626,89,6
Côte d'Ivoire,2020-04-14,518,638,114,6
Côte d'Ivoire,2020-04-15,518,638,114,6
Côte d'Ivoire,2020-04-16,502,654,146,6
Côte d'Ivoire,2020-04-17,489,688,193,6
Côte d'Ivoire,2020-04-18,554,801,239,8
Côte d'Ivoire,2020-04-19,578,847,260,9
Côte d'Ivoire,2020-04-20,578,847,260,9
Côte d'Ivoire,2020-04-21,600,916,303,13
Côte d'Ivoire,2020-04-22,628,952,310,14
Côte d'Ivoire,2020-04-23,631,1004,359,14
Côte d'Ivoire,2020-04-24,644,1077,419,14
Côte d'Ivoire,2020-04-25,644,1077,419,14
Côte d'Ivoire,2020-04-26,668,1150,468,14
Côte d'Ivoire,2020-04-27,651,1164,499,14
Côte d'Ivoire,2020-04-28,644,1183,525,14
Côte d'Ivoire,2020-04-29,667,1238,557,14
Côte d'Ivoire,2020-04-30,687,1275,574,14
Côte d'Ivoire,2020-05-01,721,1333,597,15
Côte d'Ivoire,2020-05-02,725,1362,622,15
Côte d'Ivoire,2020-05-03,728,1398,653,17
Côte d'Ivoire,2020-05-04,722,1432,693,17
Côte d'Ivoire,2020-05-05,745,1464,701,18
Côte d'Ivoire,2020-05-06,777,1516,721,18
Côte d'Ivoire,2020-05-07,809,1571,742,20
Côte d'Ivoire,2020-05-08,828,1602,754,20
Côte d'Ivoire,2020-05-09,877,1667,769,21
Côte d'Ivoire,2020-05-10,885,1700,794,21
Côte d'Ivoire,2020-05-11,891,1730,818,21
Côte d'Ivoire,2020-05-12,1016,1857,820,21
Côte d'Ivoire,2020-05-13,986,1912,902,24
Côte d'Ivoire,2020-05-14,1017,1971,930,24
Côte d'Ivoire,2020-05-15,1051,2017,942,24
Côte d'Ivoire,2020-05-16,1049,2061,987,25
Côte d'Ivoire,2020-05-17,1078,2109,1004,27
Côte d'Ivoire,2020-05-18,1051,2119,1040,28
Côte d'Ivoire,2020-05-19,1075,2153,1050,28
Côte d'Ivoire,2020-05-20,1119,2231,1083,29
Côte d'Ivoire,2020-05-21,1172,2301,1100,29
Côte d'Ivoire,2020-05-22,1166,2341,1146,29
Côte d'Ivoire,2020-05-23,1148,2366,1188,30
Côte d'Ivoire,2020-05-24,1127,2376,1219,30
Côte d'Ivoire,2020-05-25,1136,2423,1257,30
Côte d'Ivoire,2020-05-26,1161,2477,1286,30
Côte d'Ivoire,2020-05-27,1223,2556,1302,31
Côte d'Ivoire,2020-05-28,1283,2641,1326,32
Côte d'Ivoire,2020-05-29,1348,2750,1370,32
Côte d'Ivoire,2020-05-30,1381,2799,1385,33
Côte d'Ivoire,2020-05-31,1365,2833,1435,33
Côte d'Ivoire,2020-06-01,1451,2951,1467,33
Côte d'Ivoire,2020-06-02,1490,3024,1501,33
Côte d'Ivoire,2020-06-03,1545,3110,1530,35
Côte d'Ivoire,2020-06-04,1643,3262,1584,35
Côte d'Ivoire,2020-06-05,1791,3431,1604,36
Côte d'Ivoire,2020-06-06,1771,3557,1750,36
Côte d'Ivoire,2020-06-07,1885,3739,1818,36
Côte d'Ivoire,2020-06-08,1974,3881,1869,38
Côte d'Ivoire,2020-06-09,1912,3995,2045,38
Côte d'Ivoire,2020-06-10,1966,4181,2174,41
Côte d'Ivoire,2020-06-11,2151,4404,2212,41
Côte d'Ivoire,2020-06-12,2376,4684,2263,45
Côte d'Ivoire,2020-06-13,2406,4848,2397,45
Côte d'Ivoire,2020-06-14,2534,5084,2505,45
Côte d'Ivoire,2020-06-15,2803,5439,2590,46
Côte d'Ivoire,2020-06-16,2996,5679,2637,46
Côte d'Ivoire,2020-06-17,3266,6063,2749,48
Côte d'Ivoire,2020-06-18,3532,6444,2863,49
Côte d'Ivoire,2020-06-19,3883,6874,2942,49
Côte d'Ivoire,2020-06-20,4232,7276,2992,52
Côte d'Ivoire,2020-06-21,4370,7492,3068,54
Côte d'Ivoire,2020-06-22,4128,7677,3493,56
Côte d'Ivoire,2020-06-23,4664,7904,3182,58
Côte d'Ivoire,2020-06-24,4687,8164,3419,58
Côte d'Ivoire,2020-06-25,4787,8334,3487,60
Côte d'Ivoire,2020-06-26,5088,8739,3587,64
Côte d'Ivoire,2020-06-27,5156,8944,3722,66
Côte d'Ivoire,2020-06-28,5227,9101,3808,66
Côte d'Ivoire,2020-06-29,5152,9214,3996,66
Côte d'Ivoire,2020-06-30,5158,9499,4273,68
Côte d'Ivoire,2020-07-01,5253,9702,4381,68
Côte d'Ivoire,2020-07-02,5264,9992,4660,68
Côte d'Ivoire,2020-07-03,5448,10244,4726,70
Côte d'Ivoire,2020-07-04,5583,10462,4807,72
Côte d'Ivoire,2020-07-05,5631,10772,5067,74
Côte d'Ivoire,2020-07-06,5507,10966,5384,75
Colombia,2020-01-22,0,0,0,0
Colombia,2020-01-23,0,0,0,0
Colombia,2020-01-24,0,0,0,0
Colombia,2020-01-25,0,0,0,0
Colombia,2020-01-26,0,0,0,0
Colombia,2020-01-27,0,0,0,0
Colombia,2020-01-28,0,0,0,0
Colombia,2020-01-29,0,0,0,0
Colombia,2020-01-30,0,0,0,0
Colombia,2020-01-31,0,0,0,0
Colombia,2020-02-01,0,0,0,0
Colombia,2020-02-02,0,0,0,0
Colombia,2020-02-03,0,0,0,0
Colombia,2020-02-04,0,0,0,0
Colombia,2020-02-05,0,0,0,0
Colombia,2020-02-06,0,0,0,0
Colombia,2020-02-07,0,0,0,0
Colombia,2020-02-08,0,0,0,0
Colombia,2020-02-09,0,0,0,0
Colombia,2020-02-10,0,0,0,0
Colombia,2020-02-11,0,0,0,0
Colombia,2020-02-12,0,0,0,0
Colombia,2020-02-13,0,0,0,0
Colombia,2020-02-14,0,0,0,0
Colombia,2020-02-15,0,0,0,0
Colombia,2020-02-16,0,0,0,0
Colombia,2020-02-17,0,0,0,0
Colombia,2020-02-18,0,0,0,0
Colombia,2020-02-19,0,0,0,0
Colombia,2020-02-20,0,0,0,0
Colombia,2020-02-21,0,0,0,0
Colombia,2020-02-22,0,0,0,0
Colombia,2020-02-23,0,0,0,0
Colombia,2020-02-24,0,0,0,0
Colombia,2020-02-25,0,0,0,0
Colombia,2020-02-26,0,0,0,0
Colombia,2020-02-27,0,0,0,0
Colombia,2020-02-28,0,0,0,0
Colombia,2020-02-29,0,0,0,0
Colombia,2020-03-01,0,0,0,0
Colombia,2020-03-02,0,0,0,0
Colombia,2020-03-03,0,0,0,0
Colombia,2020-03-04,0,0,0,0
Colombia,2020-03-05,0,0,0,0
Colombia,2020-03-06,1,1,0,0
Colombia,2020-03-07,1,1,0,0
Colombia,2020-03-08,1,1,0,0
Colombia,2020-03-09,1,1,0,0
Colombia,2020-03-10,3,3,0,0
Colombia,2020-03-11,9,9,0,0
Colombia,2020-03-12,9,9,0,0
Colombia,2020-03-13,13,13,0,0
Colombia,2020-03-14,22,22,0,0
Colombia,2020-03-15,34,34,0,0
Colombia,2020-03-16,54,54,0,0
Colombia,2020-03-17,64,65,1,0
Colombia,2020-03-18,92,93,1,0
Colombia,2020-03-19,101,102,1,0
Colombia,2020-03-20,127,128,1,0
Colombia,2020-03-21,195,196,1,0
Colombia,2020-03-22,226,231,3,2
Colombia,2020-03-23,271,277,3,3
Colombia,2020-03-24,369,378,6,3
Colombia,2020-03-25,458,470,8,4
Colombia,2020-03-26,477,491,8,6
Colombia,2020-03-27,523,539,10,6
Colombia,2020-03-28,592,608,10,6
Colombia,2020-03-29,682,702,10,10
Colombia,2020-03-30,771,798,15,12
Colombia,2020-03-31,859,906,31,16
Colombia,2020-04-01,1009,1065,39,17
Colombia,2020-04-02,1087,1161,55,19
Colombia,2020-04-03,1187,1267,55,25
Colombia,2020-04-04,1289,1406,85,32
Colombia,2020-04-05,1362,1485,88,35
Colombia,2020-04-06,1445,1579,88,46
Colombia,2020-04-07,1630,1780,100,50
Colombia,2020-04-08,1877,2054,123,54
Colombia,2020-04-09,1980,2223,174,69
Colombia,2020-04-10,2196,2473,197,80
Colombia,2020-04-11,2395,2709,214,100
Colombia,2020-04-12,2397,2776,270,109
Colombia,2020-04-13,2421,2852,319,112
Colombia,2020-04-14,2498,2979,354,127
Colombia,2020-04-15,2522,3105,452,131
Colombia,2020-04-16,2539,3233,550,144
Colombia,2020-04-17,2652,3439,634,153
Colombia,2020-04-18,2652,3439,634,153
Colombia,2020-04-19,2902,3792,711,179
Colombia,2020-04-20,2984,3977,804,189
Colombia,2020-04-21,3149,4149,804,196
Colombia,2020-04-22,3280,4356,870,206
Colombia,2020-04-23,3419,4561,927,215
Colombia,2020-04-24,3653,4881,1003,225
Colombia,2020-04-25,3842,5142,1067,233
Colombia,2020-04-26,4002,5379,1133,244
Colombia,2020-04-27,4134,5597,1210,253
Colombia,2020-04-28,4412,5949,1268,269
Colombia,2020-04-29,4518,6207,1411,278
Colombia,2020-04-30,4775,6507,1439,293
Colombia,2020-05-01,5141,7006,1551,314
Colombia,2020-05-02,5295,7285,1666,324
Colombia,2020-05-03,5606,7668,1722,340
Colombia,2020-05-04,5808,7973,1807,358
Colombia,2020-05-05,6222,8613,2013,378
Colombia,2020-05-06,6414,8959,2148,397
Colombia,2020-05-07,6749,9456,2300,407
Colombia,2020-05-08,7199,10051,2424,428
Colombia,2020-05-09,7481,10495,2569,445
Colombia,2020-05-10,7895,11063,2705,463
Colombia,2020-05-11,8309,11613,2825,479
Colombia,2020-05-12,8808,12272,2971,493
Colombia,2020-05-13,9288,12930,3133,509
Colombia,2020-05-14,9727,13610,3358,525
Colombia,2020-05-15,10210,14216,3460,546
Colombia,2020-05-16,10790,14939,3587,562
Colombia,2020-05-17,11249,15574,3751,574
Colombia,2020-05-18,11800,16295,3903,592
Colombia,2020-05-19,12272,16935,4050,613
Colombia,2020-05-20,12801,17687,4256,630
Colombia,2020-05-21,13247,18330,4431,652
Colombia,2020-05-22,13874,19131,4575,682
Colombia,2020-05-23,14754,20177,4718,705
Colombia,2020-05-24,15432,21175,5016,727
Colombia,2020-05-25,15966,21981,5265,750
Colombia,2020-05-26,16716,23003,5511,776
Colombia,2020-05-27,17190,24104,6111,803
Colombia,2020-05-28,17176,24141,6132,833
Colombia,2020-05-29,17864,25406,6687,855
Colombia,2020-05-30,18908,26734,6935,891
Colombia,2020-05-31,19271,27219,7032,916
Colombia,2020-06-01,20037,29384,8384,963
Colombia,2020-06-02,19890,30593,9689,1014
Colombia,2020-06-03,19707,31935,11171,1057
Colombia,2020-06-04,20048,33466,12319,1099
Colombia,2020-06-05,21885,36759,13670,1204
Colombia,2020-06-06,21885,36759,13670,1204
Colombia,2020-06-07,22470,38149,14414,1265
Colombia,2020-06-08,23015,40847,16459,1373
Colombia,2020-06-09,23015,40847,16459,1373
Colombia,2020-06-10,24201,42206,16566,1439
Colombia,2020-06-11,24939,43810,17366,1505
Colombia,2020-06-12,25959,45344,17823,1562
Colombia,2020-06-13,26622,46994,18749,1623
Colombia,2020-06-14,27766,48896,19460,1670
Colombia,2020-06-15,31375,53168,19985,1808
Colombia,2020-06-16,31417,53211,19986,1808
Colombia,2020-06-17,32796,55083,20400,1887
Colombia,2020-06-18,33886,57202,21361,1955
Colombia,2020-06-19,35615,60387,22726,2046
Colombia,2020-06-20,37271,63454,24035,2148
Colombia,2020-06-21,39071,68836,27412,2353
Colombia,2020-06-22,39917,71367,29024,2426
Colombia,2020-06-23,40719,73760,30517,2524
Colombia,2020-06-24,40719,73760,30517,2524
Colombia,2020-06-25,42973,77313,31729,2611
Colombia,2020-06-26,44615,80811,33410,2786
Colombia,2020-06-27,46715,84660,34999,2946
Colombia,2020-06-28,50394,91995,38345,3256
Colombia,2020-06-29,50394,91995,38345,3256
Colombia,2020-06-30,51872,95269,40021,3376
Colombia,2020-07-01,52459,98090,42143,3488
Colombia,2020-07-02,55130,102261,43481,3650
Colombia,2020-07-03,57935,106392,44606,3851
Colombia,2020-07-04,60383,109793,45409,4001
Colombia,2020-07-05,62864,113685,46643,4178
Colombia,2020-07-06,65146,117412,47961,4305
Cyprus,2020-01-22,0,0,0,0
Cyprus,2020-01-23,0,0,0,0
Cyprus,2020-01-24,0,0,0,0
Cyprus,2020-01-25,0,0,0,0
Cyprus,2020-01-26,0,0,0,0
Cyprus,2020-01-27,0,0,0,0
Cyprus,2020-01-28,0,0,0,0
Cyprus,2020-01-29,0,0,0,0
Cyprus,2020-01-30,0,0,0,0
Cyprus,2020-01-31,0,0,0,0
Cyprus,2020-02-01,0,0,0,0
Cyprus,2020-02-02,0,0,0,0
Cyprus,2020-02-03,0,0,0,0
Cyprus,2020-02-04,0,0,0,0
Cyprus,2020-02-05,0,0,0,0
Cyprus,2020-02-06,0,0,0,0
Cyprus,2020-02-07,0,0,0,0
Cyprus,2020-02-08,0,0,0,0
Cyprus,2020-02-09,0,0,0,0
Cyprus,2020-02-10,0,0,0,0
Cyprus,2020-02-11,0,0,0,0
Cyprus,2020-02-12,0,0,0,0
Cyprus,2020-02-13,0,0,0,0
Cyprus,2020-02-14,0,0,0,0
Cyprus,2020-02-15,0,0,0,0
Cyprus,2020-02-16,0,0,0,0
Cyprus,2020-02-17,0,0,0,0
Cyprus,2020-02-18,0,0,0,0
Cyprus,2020-02-19,0,0,0,0
Cyprus,2020-02-20,0,0,0,0
Cyprus,2020-02-21,0,0,0,0
Cyprus,2020-02-22,0,0,0,0
Cyprus,2020-02-23,0,0,0,0
Cyprus,2020-02-24,0,0,0,0
Cyprus,2020-02-25,0,0,0,0
Cyprus,2020-02-26,0,0,0,0
Cyprus,2020-02-27,0,0,0,0
Cyprus,2020-02-28,0,0,0,0
Cyprus,2020-02-29,0,0,0,0
Cyprus,2020-03-01,0,0,0,0
Cyprus,2020-03-02,0,0,0,0
Cyprus,2020-03-03,0,0,0,0
Cyprus,2020-03-04,0,0,0,0
Cyprus,2020-03-05,0,0,0,0
Cyprus,2020-03-06,0,0,0,0
Cyprus,2020-03-07,0,0,0,0
Cyprus,2020-03-08,0,0,0,0
Cyprus,2020-03-09,2,2,0,0
Cyprus,2020-03-10,3,3,0,0
Cyprus,2020-03-11,6,6,0,0
Cyprus,2020-03-12,6,6,0,0
Cyprus,2020-03-13,14,14,0,0
Cyprus,2020-03-14,26,26,0,0
Cyprus,2020-03-15,26,26,0,0
Cyprus,2020-03-16,33,33,0,0
Cyprus,2020-03-17,46,46,0,0
Cyprus,2020-03-18,49,49,0,0
Cyprus,2020-03-19,67,67,0,0
Cyprus,2020-03-20,67,67,0,0
Cyprus,2020-03-21,84,84,0,0
Cyprus,2020-03-22,91,95,3,1
Cyprus,2020-03-23,112,116,3,1
Cyprus,2020-03-24,118,124,3,3
Cyprus,2020-03-25,126,132,3,3
Cyprus,2020-03-26,139,146,4,3
Cyprus,2020-03-27,142,162,15,5
Cyprus,2020-03-28,159,179,15,5
Cyprus,2020-03-29,194,214,15,5
Cyprus,2020-03-30,201,230,22,7
Cyprus,2020-03-31,231,262,23,8
Cyprus,2020-04-01,283,320,28,9
Cyprus,2020-04-02,318,356,28,10
Cyprus,2020-04-03,357,396,28,11
Cyprus,2020-04-04,382,426,33,11
Cyprus,2020-04-05,400,446,37,9
Cyprus,2020-04-06,411,465,45,9
Cyprus,2020-04-07,438,494,47,9
Cyprus,2020-04-08,465,526,52,9
Cyprus,2020-04-09,501,564,53,10
Cyprus,2020-04-10,527,595,58,10
Cyprus,2020-04-11,545,616,61,10
Cyprus,2020-04-12,557,633,65,11
Cyprus,2020-04-13,585,662,65,12
Cyprus,2020-04-14,618,695,65,12
Cyprus,2020-04-15,638,715,65,12
Cyprus,2020-04-16,646,735,77,12
Cyprus,2020-04-17,661,750,77,12
Cyprus,2020-04-18,670,761,79,12
Cyprus,2020-04-19,674,767,81,12
Cyprus,2020-04-20,679,772,81,12
Cyprus,2020-04-21,674,784,98,12
Cyprus,2020-04-22,679,790,98,13
Cyprus,2020-04-23,684,795,98,13
Cyprus,2020-04-24,692,804,98,14
Cyprus,2020-04-25,648,810,148,14
Cyprus,2020-04-26,655,817,148,14
Cyprus,2020-04-27,659,822,148,15
Cyprus,2020-04-28,674,837,148,15
Cyprus,2020-04-29,680,843,148,15
Cyprus,2020-04-30,539,850,296,15
Cyprus,2020-05-01,546,857,296,15
Cyprus,2020-05-02,553,864,296,15
Cyprus,2020-05-03,561,872,296,15
Cyprus,2020-05-04,563,874,296,15
Cyprus,2020-05-05,567,878,296,15
Cyprus,2020-05-06,572,883,296,15
Cyprus,2020-05-07,474,889,400,15
Cyprus,2020-05-08,476,891,400,15
Cyprus,2020-05-09,476,892,401,15
Cyprus,2020-05-10,481,898,401,16
Cyprus,2020-05-11,484,901,401,16
Cyprus,2020-05-12,438,903,449,16
Cyprus,2020-05-13,439,905,449,17
Cyprus,2020-05-14,409,907,481,17
Cyprus,2020-05-15,412,910,481,17
Cyprus,2020-05-16,382,914,515,17
Cyprus,2020-05-17,384,916,515,17
Cyprus,2020-05-18,385,917,515,17
Cyprus,2020-05-19,386,918,515,17
Cyprus,2020-05-20,389,922,516,17
Cyprus,2020-05-21,345,923,561,17
Cyprus,2020-05-22,349,927,561,17
Cyprus,2020-05-23,316,927,594,17
Cyprus,2020-05-24,324,935,594,17
Cyprus,2020-05-25,326,937,594,17
Cyprus,2020-05-26,328,939,594,17
Cyprus,2020-05-27,328,939,594,17
Cyprus,2020-05-28,140,941,784,17
Cyprus,2020-05-29,141,942,784,17
Cyprus,2020-05-30,137,944,790,17
Cyprus,2020-05-31,137,944,790,17
Cyprus,2020-06-01,142,949,790,17
Cyprus,2020-06-02,145,952,790,17
Cyprus,2020-06-03,151,958,790,17
Cyprus,2020-06-04,151,958,790,17
Cyprus,2020-06-05,136,960,807,17
Cyprus,2020-06-06,135,960,807,18
Cyprus,2020-06-07,139,964,807,18
Cyprus,2020-06-08,145,970,807,18
Cyprus,2020-06-09,147,972,807,18
Cyprus,2020-06-10,149,974,807,18
Cyprus,2020-06-11,150,975,807,18
Cyprus,2020-06-12,155,980,807,18
Cyprus,2020-06-13,155,980,807,18
Cyprus,2020-06-14,158,983,807,18
Cyprus,2020-06-15,160,985,807,18
Cyprus,2020-06-16,151,985,816,18
Cyprus,2020-06-17,151,985,816,18
Cyprus,2020-06-18,148,985,818,19
Cyprus,2020-06-19,148,985,818,19
Cyprus,2020-06-20,142,985,824,19
Cyprus,2020-06-21,143,986,824,19
Cyprus,2020-06-22,145,988,824,19
Cyprus,2020-06-23,147,990,824,19
Cyprus,2020-06-24,148,991,824,19
Cyprus,2020-06-25,149,992,824,19
Cyprus,2020-06-26,149,992,824,19
Cyprus,2020-06-27,151,994,824,19
Cyprus,2020-06-28,142,994,833,19
Cyprus,2020-06-29,144,996,833,19
Cyprus,2020-06-30,146,998,833,19
Cyprus,2020-07-01,147,999,833,19
Cyprus,2020-07-02,147,999,833,19
Cyprus,2020-07-03,141,999,839,19
Cyprus,2020-07-04,144,1002,839,19
Cyprus,2020-07-05,145,1003,839,19
Cyprus,2020-07-06,146,1004,839,19
Algeria,2020-01-22,0,0,0,0
Algeria,2020-01-23,0,0,0,0
Algeria,2020-01-24,0,0,0,0
Algeria,2020-01-25,0,0,0,0
Algeria,2020-01-26,0,0,0,0
Algeria,2020-01-27,0,0,0,0
Algeria,2020-01-28,0,0,0,0
Algeria,2020-01-29,0,0,0,0
Algeria,2020-01-30,0,0,0,0
Algeria,2020-01-31,0,0,0,0
Algeria,2020-02-01,0,0,0,0
Algeria,2020-02-02,0,0,0,0
Algeria,2020-02-03,0,0,0,0
Algeria,2020-02-04,0,0,0,0
Algeria,2020-02-05,0,0,0,0
Algeria,2020-02-06,0,0,0,0
Algeria,2020-02-07,0,0,0,0
Algeria,2020-02-08,0,0,0,0
Algeria,2020-02-09,0,0,0,0
Algeria,2020-02-10,0,0,0,0
Algeria,2020-02-11,0,0,0,0
Algeria,2020-02-12,0,0,0,0
Algeria,2020-02-13,0,0,0,0
Algeria,2020-02-14,0,0,0,0
Algeria,2020-02-15,0,0,0,0
Algeria,2020-02-16,0,0,0,0
Algeria,2020-02-17,0,0,0,0
Algeria,2020-02-18,0,0,0,0
Algeria,2020-02-19,0,0,0,0
Algeria,2020-02-20,0,0,0,0
Algeria,2020-02-21,0,0,0,0
Algeria,2020-02-22,0,0,0,0
Algeria,2020-02-23,0,0,0,0
Algeria,2020-02-24,0,0,0,0
Algeria,2020-02-25,1,1,0,0
Algeria,2020-02-26,1,1,0,0
Algeria,2020-02-27,1,1,0,0
Algeria,2020-02-28,1,1,0,0
Algeria,2020-02-29,1,1,0,0
Algeria,2020-03-01,1,1,0,0
Algeria,2020-03-02,3,3,0,0
Algeria,2020-03-03,5,5,0,0
Algeria,2020-03-04,12,12,0,0
Algeria,2020-03-05,12,12,0,0
Algeria,2020-03-06,17,17,0,0
Algeria,2020-03-07,17,17,0,0
Algeria,2020-03-08,19,19,0,0
Algeria,2020-03-09,20,20,0,0
Algeria,2020-03-10,20,20,0,0
Algeria,2020-03-11,20,20,0,0
Algeria,2020-03-12,15,24,8,1
Algeria,2020-03-13,16,26,8,2
Algeria,2020-03-14,22,37,12,3
Algeria,2020-03-15,32,48,12,4
Algeria,2020-03-16,38,54,12,4
Algeria,2020-03-17,44,60,12,4
Algeria,2020-03-18,55,74,12,7
Algeria,2020-03-19,46,87,32,9
Algeria,2020-03-20,47,90,32,11
Algeria,2020-03-21,92,139,32,15
Algeria,2020-03-22,119,201,65,17
Algeria,2020-03-23,148,230,65,17
Algeria,2020-03-24,221,264,24,19
Algeria,2020-03-25,216,302,65,21
Algeria,2020-03-26,313,367,29,25
Algeria,2020-03-27,354,409,29,26
Algeria,2020-03-28,394,454,31,29
Algeria,2020-03-29,449,511,31,31
Algeria,2020-03-30,512,584,37,35
Algeria,2020-03-31,626,716,46,44
Algeria,2020-04-01,728,847,61,58
Algeria,2020-04-02,839,986,61,86
Algeria,2020-04-03,1004,1171,62,105
Algeria,2020-04-04,1031,1251,90,130
Algeria,2020-04-05,1078,1320,90,152
Algeria,2020-04-06,1160,1423,90,173
Algeria,2020-04-07,1162,1468,113,193
Algeria,2020-04-08,1130,1572,237,205
Algeria,2020-04-09,1084,1666,347,235
Algeria,2020-04-10,1100,1761,405,256
Algeria,2020-04-11,1090,1825,460,275
Algeria,2020-04-12,1030,1914,591,293
Algeria,2020-04-13,1069,1983,601,313
Algeria,2020-04-14,1053,2070,691,326
Algeria,2020-04-15,1116,2160,708,336
Algeria,2020-04-16,1137,2268,783,348
Algeria,2020-04-17,1208,2418,846,364
Algeria,2020-04-18,1273,2534,894,367
Algeria,2020-04-19,1207,2629,1047,375
Algeria,2020-04-20,1235,2718,1099,384
Algeria,2020-04-21,1267,2811,1152,392
Algeria,2020-04-22,1304,2910,1204,402
Algeria,2020-04-23,1245,3007,1355,407
Algeria,2020-04-24,1304,3127,1408,415
Algeria,2020-04-25,1358,3256,1479,419
Algeria,2020-04-26,1449,3382,1508,425
Algeria,2020-04-27,1527,3517,1558,432
Algeria,2020-04-28,1561,3649,1651,437
Algeria,2020-04-29,1702,3848,1702,444
Algeria,2020-04-30,1777,4006,1779,450
Algeria,2020-05-01,1880,4154,1821,453
Algeria,2020-05-02,1964,4295,1872,459
Algeria,2020-05-03,2075,4474,1936,463
Algeria,2020-05-04,2185,4648,1998,465
Algeria,2020-05-05,2301,4838,2067,470
Algeria,2020-05-06,2324,4997,2197,476
Algeria,2020-05-07,2376,5182,2323,483
Algeria,2020-05-08,2414,5369,2467,488
Algeria,2020-05-09,2518,5558,2546,494
Algeria,2020-05-10,2543,5723,2678,502
Algeria,2020-05-11,2543,5891,2841,507
Algeria,2020-05-12,2554,6067,2998,515
Algeria,2020-05-13,2673,6253,3058,522
Algeria,2020-05-14,2755,6442,3158,529
Algeria,2020-05-15,2822,6629,3271,536
Algeria,2020-05-16,2870,6821,3409,542
Algeria,2020-05-17,2964,7019,3507,548
Algeria,2020-05-18,3021,7201,3625,555
Algeria,2020-05-19,3070,7377,3746,561
Algeria,2020-05-20,3006,7542,3968,568
Algeria,2020-05-21,3091,7728,4062,575
Algeria,2020-05-22,3080,7918,4256,582
Algeria,2020-05-23,3095,8113,4426,592
Algeria,2020-05-24,2922,8306,4784,600
Algeria,2020-05-25,3147,8503,4747,609
Algeria,2020-05-26,3162,8697,4918,617
Algeria,2020-05-27,3105,8857,5129,623
Algeria,2020-05-28,3090,8997,5277,630
Algeria,2020-05-29,3074,9134,5422,638
Algeria,2020-05-30,3072,9267,5549,646
